BORO,BLOCK,LOT,PARCEL_NAME,PARCEL_ADDRESS,JURIS,Jurisdiction Description,RPAD,RPAD_DESCRIPTION,PROP_FRONT,PROP_DEPTH,PROP_SQFT,IRREG,BLD_FRONT,BLD_DEPTH,BLD_SQFT,NUM_BLD,FLOORS,CD,COUNCIL_DISTRICT,COUNCILMEMBER_NAME,PR_ZONE,OV_ZONE,SD_ZONE,BBL,WATERFRONT,URBAN RENEWAL SITE,Agency,Owned/Leased,Primary Use Text,Final Commitment Text,Agreement (Lease-Out)
3,5201,38,1509 NEWKIRK AVENUE,1509 NEWKIRK AVENUE,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,U7,"TRANSPORTATION, PUBLIC OWNERSHIP",10,131,1082,I,,,,,,14,40,MATHIEU EUGENE,R6A,C2-4,,3052010038,,,DCAS,O,NO USE-VACANT LAND,,
4,11501,300,,,DOT,DEPT OF TRANSPORTATION,U9,UTILITY BUREAU PROPS/MISC,25,720,18000,,,,,,,10,32,ERIC A ULRICH,R4,,,4115010300,,,DOT,O,NO USE-VACANT LAND,,
4,13265,13,,,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,U9,UTILITY BUREAU PROPS/MISC,80,750,,I,,,,,,13,31,"JAMES SANDERS, JR",R3-2,C1-3,,4132650013,,,DCAS,O,NO USE-VACANT LAND,,
4,16057,38,BRANT POINT PARK,HILLMEYER AVENUE,PARKS,DEPT OF PARKS & RECREATION,V1,VACANT LAND,40,100,4000,,,,,,,14,31,"JAMES SANDERS, JR",PARK,,,4160570038,,,PARKS,O,PARK,,
4,16057,40,BRANT POINT PARK,HILLMEYER AVENUE,PARKS,DEPT OF PARKS & RECREATION,V1,VACANT LAND,100,100,10000,,,,,,,14,31,"JAMES SANDERS, JR",PARK,,,4160570040,,,PARKS,O,PARK,,
4,16057,45,BRANT POINT PARK,HILLMEYER AVENUE,PARKS,DEPT OF PARKS & RECREATION,V1,VACANT LAND,20,100,2000,,,,,,,14,31,"JAMES SANDERS, JR",PARK,,,4160570045,,,PARKS,O,PARK,,
4,16057,46,BRANT POINT PARK,0 HILLMEYER AVENUE,PARKS,DEPT OF PARKS & RECREATION,V1,VACANT LAND,100,100,10000,,,,,,,14,31,"JAMES SANDERS, JR",PARK,,,4160570046,,,PARKS,O,PARK,,
3,5416,14,KENSINGTON BRANCH LIBRARY,4209   18 AVENUE,BPL,BROOKLYN PUBLIC LIBRARY,V0,VACANT LAND,80,112,9023,,,,,,,14,44,DAVID G. GREENFIELD,R6A,,OP,3054160014,,,BPL,O,BRANCH LIBRARY,,
1,2048,35,,119 EDGECOMBE AVENUE,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,V1,VACANT LAND,25,85,2125,,,,,,,10,7,ROBERT JACKSON,R7-2,,,1020480035,,,DCAS,O,NO USE-VACANT LAND,,
4,16059,21,BRANT POINT PARK,BARBADOES DRIVE,PARKS,DEPT OF PARKS & RECREATION,V0,VACANT LAND,190,80,7600,I,,,,,,14,31,"JAMES SANDERS, JR",R4-1,,,4160590021,,,PARKS,O,PARK,,
4,16059,46,BRANT POINT PARK,DE COSTA AVENUE,PARKS,DEPT OF PARKS & RECREATION,V0,VACANT LAND,203,85,8526,I,,,,,,14,31,"JAMES SANDERS, JR",R4-1,,,4160590046,Y,,PARKS,O,PARK,,
4,12327,1,,GUY R BREWER BLVD,,,V1,VACANT LAND,135,198,26370,,,,,,,12,27,"LEROY G. COMRIE, JR",C8-1,,,4123270001,,,MTA,L,OTHER TRANS FACILITY,,
4,16061,1,BRANT POINT WILDLIFE SANCTUARY,DE COSTA AVENUE,PARKS,DEPT OF PARKS & RECREATION,V0,VACANT LAND,26,106,2500,I,,,,,,14,31,"JAMES SANDERS, JR",PARK,,,4160610001,Y,,PARKS,O,PARK,,
4,16061,2,BRANT POINT PARK,DE COSTA AVENUE,PARKS,DEPT OF PARKS & RECREATION,V0,VACANT LAND,60,100,4900,I,,,,,,14,31,"JAMES SANDERS, JR",R4-1,,,4160610002,Y,,PARKS,O,PARK,,
3,1469,22,NYPD PARKING,1451 EAST NEW YORK AVENUE,NYPD,POLICE DEPARTMENT,V1,VACANT LAND,19,70,1234,I,,,,,,16,41,DARLENE MEALY,R6,C2-3,,3014690022,,Y,NYPD,O,OUTDOOR PARKING,,
3,334,23,RED HOOK CONTAINER TERMINAL,50 SACKETT STREET,DSBS,DEPT OF SMALL BUSINESS SERVICES,V1,VACANT LAND,50,95,4750,,,,,,,6,38,SARA M. GONZALEZ,M2-1,,,3003340023,,,EDC,O,IN USE-TENANTED,,LONG-TERM AGREEMENT
4,16061,15,BRANT POINT PARK,DE COSTA AVENUE,PARKS,DEPT OF PARKS & RECREATION,V0,VACANT LAND,40,100,4000,,,,,,,14,31,"JAMES SANDERS, JR",R4-1,,,4160610015,Y,,PARKS,O,PARK,,
4,16061,17,BRANT POINT PARK,DE COSTA AVENUE,PARKS,DEPT OF PARKS & RECREATION,V0,VACANT LAND,20,100,1860,I,,,,,,14,31,"JAMES SANDERS, JR",R4-1,,,4160610017,Y,,PARKS,O,PARK,,
4,16061,18,BRANT POINT PARK,DE COSTA AVENUE,PARKS,DEPT OF PARKS & RECREATION,V0,VACANT LAND,72,122,4392,I,,,,,,14,31,"JAMES SANDERS, JR",R4-1,,,4160610018,Y,,PARKS,O,PARK,,
4,16061,22,BRANT POINT PARK,BARBADOES DRIVE,PARKS,DEPT OF PARKS & RECREATION,V0,VACANT LAND,60,100,10700,I,,,,,,14,31,"JAMES SANDERS, JR",R4-1,,,4160610022,Y,,PARKS,O,PARK,,
4,16061,25,BRANT POINT PARK,BARBADOES DRIVE,PARKS,DEPT OF PARKS & RECREATION,V0,VACANT LAND,100,100,10000,,,,,,,14,31,"JAMES SANDERS, JR",R4-1,,,4160610025,,,PARKS,O,PARK,,
4,16061,30,BRANT POINT PARK,BARBADOES DRIVE,PARKS,DEPT OF PARKS & RECREATION,V0,VACANT LAND,40,100,4000,,,,,,,14,31,"JAMES SANDERS, JR",R4-1,,,4160610030,,,PARKS,O,PARK,,
4,16061,38,BRANT POINT PARK,HILLMEYER AVENUE,PARKS,DEPT OF PARKS & RECREATION,V0,VACANT LAND,60,100,6000,,,,,,,14,31,"JAMES SANDERS, JR",R4-1,,,4160610038,,,PARKS,O,PARK,,
4,16061,41,BRANT POINT PARK,HILLMEYER AVENUE,PARKS,DEPT OF PARKS & RECREATION,V0,VACANT LAND,60,100,6000,,,,,,,14,31,"JAMES SANDERS, JR",R4-1,,,4160610041,Y,,PARKS,O,PARK,,
4,16061,44,BRANT POINT PARK,HILLMEYER AVENUE,PARKS,DEPT OF PARKS & RECREATION,V0,VACANT LAND,40,100,4000,,,,,,,14,31,"JAMES SANDERS, JR",R4-1,,,4160610044,Y,,PARKS,O,PARK,,
4,16061,46,BRANT POINT PARK,HILLMEYER AVENUE,PARKS,DEPT OF PARKS & RECREATION,V0,VACANT LAND,40,100,4000,,,,,,,14,31,"JAMES SANDERS, JR",R4-1,,,4160610046,,,PARKS,O,PARK,,
5,7773,105,LONG POND PARK ADDITION R-27,AMBOY RD,PARKS,DEPT OF PARKS & RECREATION,V0,VACANT LAND,60,100,6000,,,,,,,3,51,VINCENT IGNIZIO,PARK,,,5077730105,,,PARKS,O,NATURAL AREA/ETC,,
3,334,23,RED HOOK CONTAINER TERMINAL,50 SACKETT STREET,DSBS,DEPT OF SMALL BUSINESS SERVICES,V1,VACANT LAND,50,95,4750,,,,,,,6,38,SARA M. GONZALEZ,M2-1,,,3003340023,,,DSBS,O,NO USE,FINAL COMMITMNT-DISP,
3,334,25,RED HOOK CONTAINER TERMINAL,54-56 SACKETT STREET,DSBS,DEPT OF SMALL BUSINESS SERVICES,V1,VACANT LAND,56,95,5320,,,,,,,6,38,SARA M. GONZALEZ,M2-1,,,3003340025,,,EDC,O,IN USE-TENANTED,,LONG-TERM AGREEMENT
3,334,25,RED HOOK CONTAINER TERMINAL,54-56 SACKETT STREET,DSBS,DEPT OF SMALL BUSINESS SERVICES,V1,VACANT LAND,56,95,5320,,,,,,,6,38,SARA M. GONZALEZ,M2-1,,,3003340025,,,DSBS,O,NO USE,FINAL COMMITMNT-DISP,
4,16080,100,,BEACH CHANNEL D,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,V1,VACANT LAND,211,8,1900,I,,,,,,14,31,"JAMES SANDERS, JR",M1-1,,,4160800100,Y,,DCAS,O,NO USE-VACANT LAND,,
4,16081,45,,0 BEACH   70 STREET,MIXED,CITY AND NON-CITY OWNERSHIP,V1,VACANT LAND,221,284,64820,I,290,172,58455,,1,14,31,"JAMES SANDERS, JR",R6,C2-4,,4160810045,,Y,HPD,O,NO USE-VACANT LAND,FINAL COMMITMNT-DISP,
3,334,40,RED HOOK CONTAINER TERMINAL,27 UNION STREET,DSBS,DEPT OF SMALL BUSINESS SERVICES,V0,VACANT LAND,249,100,24975,I,,,,,,6,38,SARA M. GONZALEZ,M2-1,,,3003340040,,,EDC,O,IN USE-TENANTED,,LONG-TERM AGREEMENT
3,334,40,RED HOOK CONTAINER TERMINAL,27 UNION STREET,DSBS,DEPT OF SMALL BUSINESS SERVICES,V0,VACANT LAND,249,100,24975,I,,,,,,6,38,SARA M. GONZALEZ,M2-1,,,3003340040,,,DSBS,O,NO USE,FINAL COMMITMNT-DISP,
4,16085,43,,BEACH 71 STREET,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,V0,VACANT LAND,3,180,180,I,,,,,,14,31,"JAMES SANDERS, JR",R5,,,4160850043,,,DCAS,O,NO USE-VACANT LAND,,
3,334,51,RED HOOK CONTAINER TERMINAL,25 UNION STREET,DSBS,DEPT OF SMALL BUSINESS SERVICES,V1,VACANT LAND,21,100,1925,I,,,,,,6,38,SARA M. GONZALEZ,M2-1,,,3003340051,,,EDC,O,IN USE-TENANTED,,LONG-TERM AGREEMENT
4,16087,15,,0 BEACH   72 STREET,MIXED,CITY AND NON-CITY OWNERSHIP,V1,VACANT LAND,398,103,40994,,,,,,,14,31,"JAMES SANDERS, JR",R6,C2-4,,4160870015,,Y,HPD,O,NO USE-VACANT LAND,FINAL COMMITMNT-DISP,
3,334,51,RED HOOK CONTAINER TERMINAL,25 UNION STREET,DSBS,DEPT OF SMALL BUSINESS SERVICES,V1,VACANT LAND,21,100,1925,I,,,,,,6,38,SARA M. GONZALEZ,M2-1,,,3003340051,,,DSBS,O,NO USE,FINAL COMMITMNT-DISP,
4,16090,1,,BEACH CHANNEL D,HPD,DEPT OF HOUSING PRESERVATION & DEVELOPMENT,V1,VACANT LAND,101,88,8888,I,,,,,,14,31,"JAMES SANDERS, JR",M1-1,,,4160900001,,Y,HPD,O,NO USE-VACANT LAND,FINAL COMMITMNT-DISP,
4,16090,24,,BEACH 75 STREET,HPD,DEPT OF HOUSING PRESERVATION & DEVELOPMENT,V1,VACANT LAND,3,101,202,I,,,,,,14,31,"JAMES SANDERS, JR",M1-1,,,4160900024,,Y,HPD,O,NO USE-VACANT LAND,FINAL COMMITMNT-DISP,
2,4226,75,PSAC 2,WATERS PLACE,DDC,DEPT OF DESIGN & CONSTRUCTION,V1,VACANT LAND,723,434,381338,I,,,,,,11,,,M1-1,,,2042260075,,,,,,,
4,16093,1,,BEACH FRONT ROAD,HPD,DEPT OF HOUSING PRESERVATION & DEVELOPMENT,V1,VACANT LAND,,,,,,,,,,14,31,"JAMES SANDERS, JR",R6,,,4160930001,Y,Y,HPD,O,NO USE-VACANT LAND,FINAL COMMITMNT-DISP,
3,3245,41,OLD 83 PCT OFF STREET PARKING,139 STOCKHOLM STREET,NYPD,POLICE DEPARTMENT,V0,VACANT LAND,25,100,2500,,22,20,880,2,2,4,37,ERIK MARTIN DILAN,R6,,,3032450041,,,NYPD,O,OUTDOOR PARKING,,
3,5735,32,PS 69,6302-24 9 AVENUE,EDUC,DEPT OF EDUCATION,V1,VACANT LAND,160,200,32000,,200,122,98000,1,4,10,38,SARA M. GONZALEZ,R5B,,,3057350032,,,EDUC,O,ELEMENTARY SCHOOL,,
3,5806,97,BROOKLYN ARMY TERMINAL,6420    2 AVENUE,DSBS,DEPT OF SMALL BUSINESS SERVICES,V1,VACANT LAND,80,56,4480,,,,,,,10,38,SARA M. GONZALEZ,M2-1,,,3058060097,,,DSBS,O,NO USE,FINAL COMMITMNT-DISP,
3,5806,97,BROOKLYN ARMY TERMINAL,6420    2 AVENUE,DSBS,DEPT OF SMALL BUSINESS SERVICES,V1,VACANT LAND,80,56,4480,,,,,,,10,38,SARA M. GONZALEZ,M2-1,,,3058060097,,,EDC,O,S/T & L/T AGREEMENTS,,S/T & L/T AGREEMENTS
3,5835,30,69TH STREET PIER,SHORE RD,PARKS,DEPT OF PARKS & RECREATION,V1,VACANT LAND,99,625,61875,,,,,,,10,38,SARA M. GONZALEZ,PARK,,,3058350030,Y,,PARKS,O,PARK,,
3,334,53,RED HOOK CONTAINER TERMINAL,21 UNION STREET,DSBS,DEPT OF SMALL BUSINESS SERVICES,V0,VACANT LAND,21,99,1847,I,,,,,,6,38,SARA M. GONZALEZ,M2-1,,,3003340053,,,EDC,O,IN USE-TENANTED,,LONG-TERM AGREEMENT
4,16103,60,,8302 BEACH 83 STREET,HPD,DEPT OF HOUSING PRESERVATION & DEVELOPMENT,V0,VACANT LAND,123,210,12915,I,,,,,,14,31,"JAMES SANDERS, JR",M1-1,,,4161030060,,Y,HPD,O,NO USE-VACANT LAND,FINAL COMMITMNT-DISP,
3,334,53,RED HOOK CONTAINER TERMINAL,21 UNION STREET,DSBS,DEPT OF SMALL BUSINESS SERVICES,V0,VACANT LAND,21,99,1847,I,,,,,,6,38,SARA M. GONZALEZ,M2-1,,,3003340053,,,DSBS,O,NO USE,FINAL COMMITMNT-DISP,
4,4960,3,FLUSHING TOWN HALL PARKING LOT,LINDEN STREET,CULT,DEPT OF CULTURAL AFFAIRS,V1,VACANT LAND,25,125,3375,I,,,,,,7,20,PETER KOO,R6,C2-2,,4049600003,,,CULT,O,OUTDOOR PKNG-CLIENTS,,
4,4960,4,FLUSHING TOWN HALL PARKING LOT,03523 LINDEN STREET,CULT,DEPT OF CULTURAL AFFAIRS,V1,VACANT LAND,25,115,2875,,,,,,,7,20,PETER KOO,R6,,,4049600004,,,CULT,O,OUTDOOR PKNG-CLIENTS,,
4,16103,75,,0 BEACH 84 STREET,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,V0,VACANT LAND,7,1,15,I,,,,,,14,31,"JAMES SANDERS, JR",R4-1,,,4161030075,,,DCAS,O,NO USE-VACANT LAND,,
4,16103,76,,0 BEACH 84 STREET,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,V0,VACANT LAND,14,71,994,,,,,,,14,31,"JAMES SANDERS, JR",R4-1,,,4161030076,,,DCAS,O,NO USE-VACANT LAND,,
4,16103,83,,318 BEACH 84 STREET,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,V0,VACANT LAND,25,104,2583,I,,,,,,14,31,"JAMES SANDERS, JR",R4-1,,,4161030083,,,DCAS,O,NO USE-VACANT LAND,,
4,16103,84,,322 BEACH 84 STREET,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,V0,VACANT LAND,50,109,5345,I,,,,,,14,31,"JAMES SANDERS, JR",R4-1,,,4161030084,,,DCAS,O,NO USE-VACANT LAND,,
4,4960,63,FLUSHING TOWN HALLPARKING LOT,13614 CARLTON STREET,CULT,DEPT OF CULTURAL AFFAIRS,V0,VACANT LAND,25,63,1616,I,,,,,,7,20,PETER KOO,R6,C2-2,,4049600063,,,CULT,O,OUTDOOR PKNG-CLIENTS,,
3,3285,71,,1175 GREENE AVENUE,HPD,DEPT OF HOUSING PRESERVATION & DEVELOPMENT,V0,VACANT LAND,20,100,2000,,,,,,,4,34,DIANA REYNA,R6,,,3032850071,,,HPD,O,NO USE-VACANT LAND,FINAL COMMITMNT-DISP,
4,16103,200,,RAILROAD AVENUE,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,V1,VACANT LAND,9,70,630,I,,,,,,14,31,"JAMES SANDERS, JR",M1-1,,,4161030200,,,DCAS,O,NO USE-VACANT LAND,,
3,5951,149,,7618 REA 5 AVE,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,V1,VACANT LAND,20,3,60,,,,,,,10,43,VINCENT J. GENTILE,R6B,C1-3,BR,3059510149,,,DCAS,O,NO USE-VACANT LAND,,
4,5012,1,WEEPING BEECH PARK,BOWNE STREET,PARKS,DEPT OF PARKS & RECREATION,V0,VACANT LAND,12,75,900,,,,,,,7,20,PETER KOO,PARK,,,4050120001,,,PARKS,O,PARK,,
3,3293,33,GOODWIN GARDENS,0 GOODWIN PLACE,PARKS,DEPT OF PARKS & RECREATION,V1,VACANT LAND,1,125,240,I,,,,,,4,34,DIANA REYNA,C4-3,,,3032930033,,Y,PARKS,O,PARK,,
2,2319,200,,0 THIRD AVENUE,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,V1,VACANT LAND,56,655,85900,I,,,,,,1,17,MARIA DEL CARMEN ARROYO,M1-3/R8,,MX-1,2023190200,Y,,DCAS,O,NO USE-VACANT LAND,,
2,2747,50,,,DOT,DEPT OF TRANSPORTATION,V0,VACANT LAND,128,12,1589,,,,,,,2,17,MARIA DEL CARMEN ARROYO,R7-1,,,2027470050,,,DOT,O,OTHER TRANS FACILITY,,
3,6037,101,,86TH ST,PARKS,DEPT OF PARKS & RECREATION,V0,VACANT LAND,1,5,5,I,,,,,,10,43,VINCENT J. GENTILE,PARK,,,3060370101,,,PARKS,O,HIGHWAY STRIP/ETC,,
4,16109,185,,87-26 BEACH CHANNEL DRIVE,PARKS,DEPT OF PARKS & RECREATION,V1,VACANT LAND,100,400,40000,,,,,,,14,32,ERIC A ULRICH,R4-1,,,4161090185,,,PARKS,O,ROAD/HIGHWAY,,
4,16109,200,,BEACH CHANNEL D,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,V0,VACANT LAND,142,752,106784,I,,,,,,14,32,ERIC A ULRICH,R4-1,,,4161090200,Y,,DCAS,O,NO USE-VACANT LAND,,
4,5137,43,PS 244Q,137-20 FRANKLIN AVENUE,EDUC,DEPT OF EDUCATION,V0,VACANT LAND,65,103,25800,I,,,38880,1,4,7,20,PETER KOO,R6,,,4051370043,,,EDUC,O,ELEMENTARY SCHOOL,,
3,334,55,RED HOOK CONTAINER TERMINAL,17 UNION STREET,DSBS,DEPT OF SMALL BUSINESS SERVICES,V1,VACANT LAND,21,99,1825,I,,,,,,6,38,SARA M. GONZALEZ,M2-1,,,3003340055,,,DSBS,O,NO USE,FINAL COMMITMNT-DISP,
3,334,55,RED HOOK CONTAINER TERMINAL,17 UNION STREET,DSBS,DEPT OF SMALL BUSINESS SERVICES,V1,VACANT LAND,21,99,1825,I,,,,,,6,38,SARA M. GONZALEZ,M2-1,,,3003340055,,,EDC,O,IN USE-TENANTED,,LONG-TERM AGREEMENT
3,334,56,RED HOOK CONTAINER TERMINAL,15 UNION STREET,DSBS,DEPT OF SMALL BUSINESS SERVICES,V1,VACANT LAND,21,97,2079,I,,,,,,6,38,SARA M. GONZALEZ,M2-1,,,3003340056,,,DSBS,O,NO USE,FINAL COMMITMNT-DISP,
3,334,56,RED HOOK CONTAINER TERMINAL,15 UNION STREET,DSBS,DEPT OF SMALL BUSINESS SERVICES,V1,VACANT LAND,21,97,2079,I,,,,,,6,38,SARA M. GONZALEZ,M2-1,,,3003340056,,,EDC,O,IN USE-TENANTED,,LONG-TERM AGREEMENT
3,334,57,RED HOOK CONTAINER TERMINAL,13 UNION STREET,DSBS,DEPT OF SMALL BUSINESS SERVICES,V1,VACANT LAND,21,97,1880,I,,,,,,6,38,SARA M. GONZALEZ,M2-1,,,3003340057,,,DSBS,O,NO USE,FINAL COMMITMNT-DISP,
3,334,57,RED HOOK CONTAINER TERMINAL,13 UNION STREET,DSBS,DEPT OF SMALL BUSINESS SERVICES,V1,VACANT LAND,21,97,1880,I,,,,,,6,38,SARA M. GONZALEZ,M2-1,,,3003340057,,,EDC,O,IN USE-TENANTED,,LONG-TERM AGREEMENT
3,6369,108,"ENG 243, LAD 168 STOR TRN.AREA",BAY 19 STREET,FIRE,FIRE DEPARTMENT,V1,VACANT LAND,40,33,1320,I,,,,,,11,43,VINCENT J. GENTILE,C8-1,,,3063690108,,,FIRE,O,OUTDOOR STORAGE,,
4,16183,1,PS 225 PARKING LOT,BEACH 110 STREET,EDUC,DEPT OF EDUCATION,V0,VACANT LAND,179,200,33263,,,,,,,14,32,ERIC A ULRICH,R5B,,,4161830001,,,EDUC,O,OUTDOOR PARKING,,
4,16150,1,BEACH (Q163),HOLLAND AVENE,PARKS,DEPT OF PARKS & RECREATION,V0,VACANT LAND,8821,960,770000,I,,,,,,14,,,PARK,,,4161500001,Y,,PARKS,O,BEACH,,
4,5443,10,MARTINS FIELD PLAYGROUND,164 STREET,PARKS,DEPT OF PARKS & RECREATION,V1,VACANT LAND,100,49,5850,I,,,,,,7,20,PETER KOO,PARK,,,4054430010,,,PARKS,O,PLAYGRND/SPORTS AREA,,
3,1487,169,,HANCOCK ST,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,V0,VACANT LAND,,100,42,,,,,,,3,41,DARLENE MEALY,R6B,,,3014870169,,,DCAS,O,NO USE-VACANT LAND,,
3,334,58,RED HOOK CONTAINER TERMINAL,11 UNION STREET,DSBS,DEPT OF SMALL BUSINESS SERVICES,V1,VACANT LAND,21,96,1815,I,,,,,,6,38,SARA M. GONZALEZ,M2-1,,,3003340058,,,DSBS,O,NO USE,FINAL COMMITMNT-DISP,
4,16161,52,ROCKAWAY WATER POLLUTION CP,BEACH CHANNEL D,DEP,DEPT OF ENVIRONMENTAL PROTECTION,V0,VACANT LAND,12,40,494,,,,,,,14,32,ERIC A ULRICH,M1-1,,,4161610052,,,DEP,O,POLLUTION CONTRL FAC,,
3,3300,116,,1366 GREENE AVENUE,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,V0,VACANT LAND,10,20,200,,,,,,,4,37,ERIK MARTIN DILAN,C4-3,,,3033000116,,,DCAS,O,NO USE-VACANT LAND,,
3,334,58,RED HOOK CONTAINER TERMINAL,11 UNION STREET,DSBS,DEPT OF SMALL BUSINESS SERVICES,V1,VACANT LAND,21,96,1815,I,,,,,,6,38,SARA M. GONZALEZ,M2-1,,,3003340058,,,EDC,O,IN USE-TENANTED,,LONG-TERM AGREEMENT
3,334,59,RED HOOK CONTAINER TERMINAL,9 UNION STREET,DSBS,DEPT OF SMALL BUSINESS SERVICES,V1,VACANT LAND,44,95,3400,I,,,,,,6,38,SARA M. GONZALEZ,M2-1,,,3003340059,,,DSBS,O,NO USE,FINAL COMMITMNT-DISP,
3,334,59,RED HOOK CONTAINER TERMINAL,9 UNION STREET,DSBS,DEPT OF SMALL BUSINESS SERVICES,V1,VACANT LAND,44,95,3400,I,,,,,,6,38,SARA M. GONZALEZ,M2-1,,,3003340059,,,EDC,O,IN USE-TENANTED,,LONG-TERM AGREEMENT
3,334,61,RED HOOK CONTAINER TERMINAL,9 UNION STREET,DSBS,DEPT OF SMALL BUSINESS SERVICES,V1,VACANT LAND,22,89,1500,I,,,,,,6,38,SARA M. GONZALEZ,M2-1,,,3003340061,,,DSBS,O,NO USE,FINAL COMMITMNT-DISP,
3,334,61,RED HOOK CONTAINER TERMINAL,9 UNION STREET,DSBS,DEPT OF SMALL BUSINESS SERVICES,V1,VACANT LAND,22,89,1500,I,,,,,,6,38,SARA M. GONZALEZ,M2-1,,,3003340061,,,EDC,O,IN USE-TENANTED,,LONG-TERM AGREEMENT
3,6537,2,FRIENDS FIELD PARK,102 AVENUE L,PARKS,DEPT OF PARKS & RECREATION,V1,VACANT LAND,5,125,625,,,,,,,12,44,DAVID G. GREENFIELD,PARK,,,3065370002,,,PARKS,O,PARK,,
2,2748,24,,1048 FAILE STREET,HPD,DEPT OF HOUSING PRESERVATION & DEVELOPMENT,V0,VACANT LAND,20,100,2050,,,,,,,2,17,MARIA DEL CARMEN ARROYO,R7-1,,,2027480024,,Y,HPD,O,NO USE-VACANT LAND,FINAL COMMITMNT-DISP,
2,3110,1,MAPES AVENUE BALLFIELD,761-03 PROSPECT AVENUE,PARKS,DEPT OF PARKS & RECREATION,V1,VACANT LAND,117,150,17610,,,,,,,6,15,JOEL RIVERA,PARK,,,2031100001,,Y,PARKS,O,PLAYING FIELD,,
3,334,63,RED HOOK CONTAINER TERMINAL,5 UNION STREET,DSBS,DEPT OF SMALL BUSINESS SERVICES,V1,VACANT LAND,22,44,1275,I,,,,,,6,38,SARA M. GONZALEZ,M2-1,,,3003340063,,,EDC,O,IN USE-TENANTED,,LONG-TERM AGREEMENT
3,334,63,RED HOOK CONTAINER TERMINAL,5 UNION STREET,DSBS,DEPT OF SMALL BUSINESS SERVICES,V1,VACANT LAND,22,44,1275,I,,,,,,6,38,SARA M. GONZALEZ,M2-1,,,3003340063,,,DSBS,O,NO USE,FINAL COMMITMNT-DISP,
3,334,64,RED HOOK CONTAINER TERMINAL,3 UNION STREET,DSBS,DEPT OF SMALL BUSINESS SERVICES,V0,VACANT LAND,22,44,1175,I,,,,,,6,38,SARA M. GONZALEZ,M2-1,,,3003340064,,,DSBS,O,NO USE,FINAL COMMITMNT-DISP,
3,334,64,RED HOOK CONTAINER TERMINAL,3 UNION STREET,DSBS,DEPT OF SMALL BUSINESS SERVICES,V0,VACANT LAND,22,44,1175,I,,,,,,6,38,SARA M. GONZALEZ,M2-1,,,3003340064,,,EDC,O,IN USE-TENANTED,,LONG-TERM AGREEMENT
3,334,65,RED HOOK CONTAINER TERMINAL,1 UNION STREET,DSBS,DEPT OF SMALL BUSINESS SERVICES,V0,VACANT LAND,22,58,2200,,,,,,,6,38,SARA M. GONZALEZ,M2-1,,,3003340065,Y,,EDC,O,IN USE-TENANTED,,LONG-TERM AGREEMENT
3,3316,43,BUSHWICK BALLFIELDS,243 GROVE STREET,PARKS,DEPT OF PARKS & RECREATION,V0,VACANT LAND,25,100,2500,,,,,,,4,37,ERIK MARTIN DILAN,R6,,,3033160043,,Y,PARKS,O,PARK,,
3,334,65,RED HOOK CONTAINER TERMINAL,1 UNION STREET,DSBS,DEPT OF SMALL BUSINESS SERVICES,V0,VACANT LAND,22,58,2200,,,,,,,6,38,SARA M. GONZALEZ,M2-1,,,3003340065,Y,,DSBS,O,NO USE,FINAL COMMITMNT-DISP,
2,4411,134,PELHAM BAY PARK,ST LAWRENCE AVENUE,PARKS,DEPT OF PARKS & RECREATION,V1,VACANT LAND,75,116,10236,I,,,,,,10,13,JAMES VACCA,PARK,,,2044110134,,,PARKS,O,PARK,,
1,1171,130,RIVERSIDE PARK SOUTH,400 RIVERSIDE DRIVE,PARKS,DEPT OF PARKS & RECREATION,V1,VACANT LAND,271,436,210000,I,,,,,,7,6,GALE A. BREWER,PARK,,,1011710130,Y,,PARKS,O,PARK,,
4,4019,75,,,,,V1,VACANT LAND,152,100,37800,I,,,,,,7,,,M1-1,,,4040190075,Y,,NYPD,L,OUTDOOR PARKING,,
3,3343,29,"ENG 27 , LADD 112",582 KNICKERBOCKER AVENUE,FIRE,FIRE DEPARTMENT,V1,VACANT LAND,25,100,2500,,50,100,15926,1,3,4,37,ERIK MARTIN DILAN,R6,,,3033430029,,,FIRE,O,FIREHOUSE,,
